id,required_skills,candidate_skills,degree,years_experience,overlap,fit,probability,missing_skills
FIT0753,"AWS, CI/CD, Flask, JavaScript, Python, TensorFlow, TypeScript","Airflow, Django, Flask, Git, Java, NumPy, REST",Bachelors,3.0,1.0,0.0,0.34,"AWS, CI/CD, JavaScript, Python, TensorFlow, TypeScript"
FIT0754,"ETL, GraphQL, JavaScript, Kubernetes, Pandas, React","Python, React, Tableau, TypeScript",PhD,2.9,1.0,0.0,0.397,"ETL, GraphQL, JavaScript, Kubernetes, Pandas"
FIT0755,"Azure, Flask, NumPy, Pandas, React, Scikit-learn, TypeScript","Airflow, ETL, GraphQL, Hadoop, Java, R, React, Tableau, TensorFlow",Bachelors,3.0,1.0,0.0,0.34,"Azure, Flask, NumPy, Pandas, Scikit-learn, TypeScript"
FIT0756,"CI/CD, Docker, GCP, Node.js, Python, R, Spark","Java, NumPy, Power BI, Python, Scikit-learn, Spark",PhD,3.4,2.0,0.0,0.512,"CI/CD, Docker, GCP, Node.js, R"
FIT0757,"ETL, Git, Node.js, React, Spark, Tableau","Java, Node.js, Pandas, Spark, TensorFlow",Masters,3.5,2.0,1.0,0.515,
FIT0758,"Airflow, Excel, NumPy, Pandas, SQL, Scikit-learn, Spark","Excel, Kubernetes, Node.js, REST, SQL, TypeScript",Bachelors,7.1,2.0,1.0,0.563,"Airflow, NumPy, Pandas, Scikit-learn, Spark"
FIT0759,"ETL, Git, GraphQL, NumPy, Pandas, PyTorch, R, Spark","Django, Hadoop, NumPy, React",Bachelors,3.9,1.0,0.0,0.367,"ETL, Git, GraphQL, Pandas, PyTorch, R, Spark"
fit0760,"git, java, kubernetes, node.js, numpy, sql, tableau, typescript","ci/cd, excel, gcp, kubernetes, numpy, python",masters,1.3,2.0,1.0,0.449,"git, java, node.js, sql, tableau, typescript"
FIT0761,"Docker, GCP, JavaScript, NumPy, R","Azure, Docker, Pandas, Scikit-learn",Bachelors,3.4,1.0,0.0,0.352,"GCP, JavaScript, NumPy, R"
,"AWS, Django, Hadoop, Kubernetes, Linux, R, Tableau","AWS, Flask, Git, Hadoop, JavaScript, NumPy, Python, SQL, TensorFlow",Bachelors,2.9,2.0,0.0,0.437,"Django, Kubernetes, Linux, R, Tableau"
FIT0763,"Azure, CI/CD, Hadoop, Linux, Node.js, Power BI","Django, Hadoop, Java, JavaScript, Power BI, Python, REST",Bachelors,5.0,2.0,0.0,0.5,"Azure, CI/CD, Linux, Node.js"
FIT0764,"Django, ETL, Git, Java, Linux, Node.js, R, React","Azure, GraphQL, Hadoop, JavaScript, Node.js, Pandas, Spark",Masters,5.9,1.0,1.0,0.487,"Django, ETL, Git, Java, Linux, R, React"
FIT0765,"Django, Excel, GCP, Java, Power BI, REST, TensorFlow","Docker, Git, Kubernetes, Power BI, PyTorch, Python, R, Scikit-learn, TensorFlow, TypeScript",Bachelors,3.6,2.0,0.0,0.458,"Django, Excel, GCP, Java, REST"
FIT0766,"CI/CD, JavaScript, Linux, Pandas, PyTorch, Python, React, Scikit-learn","Excel, REST, SQL, Spark",Bachelors,0.8,0.0,0.0,0.174,"CI/CD, JavaScript, Linux, Pandas, PyTorch, Python, React, Scikit-learn"
FIT0767,"CI/CD, Docker, Flask, Node.js, React, TypeScript","Airflow, CI/CD, NumPy, PyTorch, Spark, TensorFlow, TypeScript",Bachelors,3.6,2.0,0.0,0.458,"Docker, Flask, Node.js, React"
FIT0768,,"AWS, Flask, Java, Pandas, Scikit-learn, TensorFlow, TypeScript",Masters,4.2,1.0,0.0,0.436,"CI/CD, ETL, Linux, SQL, Tableau"
FIT0769,"AWS, Airflow, ETL, Hadoop, JavaScript, Scikit-learn, Spark","Flask, GCP, Linux, NumPy, Pandas, PyTorch",Bachelors,5.1,0.0,1.0,0.303,"AWS, Airflow, ETL, Hadoop, JavaScript, Scikit-learn, Spark"
FIT0770,"Azure, CI/CD, Flask, JavaScript, Kubernetes, Pandas, REST","Docker, ETL, Git, Java, JavaScript, Pandas, PyTorch",Masters,8.2,2.0,1.0,0.656,"Azure, CI/CD, Flask, Kubernetes, REST"
FIT0771,,"Azure, Docker, Kubernetes, Linux",Masters,6.6,,1.0,0.408,"ETL, Git, GraphQL, Hadoop, Node.js, NumPy, SQL"
FIT0772,"AWS, CI/CD, GCP, Git, Kubernetes, REST, React","ETL, GraphQL, Hadoop, PyTorch",Masters,3.8,0.0,0.0,0.324,"AWS, CI/CD, GCP, Git, Kubernetes, REST, React"
FIT0773,"AWS, CI/CD, GCP, Git, Pandas, R, SQL","Airflow, CI/CD, Excel, Flask, TypeScript",Bachelors,0.2,1.0,0.0,,"AWS, GCP, Git, Pandas, R, SQL"
FIT0774,"AWS, Airflow, NumPy, SQL, Spark","AWS, Java, NumPy, Power BI",Bachelors,4.0,2.0,0.0,0.47,"Airflow, SQL, Spark"
FIT0775,"Azure, CI/CD, PyTorch, R, SQL, Spark, TypeScript","Azure, CI/CD, Kubernetes, NumPy, Pandas, Python, TensorFlow",Masters,3.9,2.0,0.0,0.527,"PyTorch, R, SQL, Spark, TypeScript"
FIT0776,"AWS, Azure, ETL, Flask, Java, Node.js, Power BI, Python","Azure, CI/CD, Docker, PyTorch",Masters,2.1,1.0,0.0,0.373,"AWS, ETL, Flask, Java, Node.js, Power BI, Python"
FIT0777,"Airflow, CI/CD, GCP, Kubernetes, NumPy, REST, Tableau, TensorFlow","Git, Power BI, Spark, Tableau",Masters,1.8,1.0,0.0,0.364,"Airflow, CI/CD, GCP, Kubernetes, NumPy, REST, TensorFlow"
FIT0778,"Flask, Git, GraphQL, JavaScript, Scikit-learn","Excel, Scikit-learn, Spark, TypeScript",Bachelors,5.1,1.0,1.0,0.403,"Flask, Git, GraphQL, JavaScript"
,"AWS, CI/CD, Docker, ETL, Flask, Linux, Power BI","Airflow, Excel, Java, JavaScript, Power BI, Scikit-learn, TypeScript",Masters,2.6,1.0,0.0,0.388,"AWS, CI/CD, Docker, ETL, Flask, Linux"
FIT0780,"AWS, CI/CD, Django, ETL, Hadoop, Python, REST, TypeScript","Airflow, Django, Hadoop, Java, Node.js, R, REST, Spark, TensorFlow",Bachelors,1.9,3.0,1.0,0.507,"AWS, CI/CD, ETL, Python, TypeScript"
FIT0781,"CI/CD, Django, PyTorch, REST, React, Scikit-learn","Excel, Node.js, Power BI, SQL, Spark, TensorFlow",Bachelors,0.5,0.0,0.0,0.165,"CI/CD, Django, PyTorch, REST, React, Scikit-learn"
FIT0782,"Airflow, ETL, Excel, GCP, R, Scikit-learn, Spark, TensorFlow","Docker, Git, NumPy, REST, Scikit-learn, Tableau, TensorFlow",Bachelors,0.0,2.0,1.0,0.35,"Airflow, ETL, Excel, GCP, R, Spark"
FIT0783,"Django, Flask, GraphQL, Python, TypeScript","Excel, GCP, GraphQL, Hadoop, Java, Kubernetes, Node.js, REST, TypeScript",Masters,1.6,2.0,1.0,0.458,"Django, Flask, Python"
FIT0784,"GCP, Java, JavaScript, Kubernetes, PyTorch, Python, TensorFlow","Azure, Django, ETL, Excel, Kubernetes, Linux, Python, React, Scikit-learn, TensorFlow",Bachelors,1.0,3.0,,0.48,"GCP, Java, JavaScript, PyTorch"
FIT0785,,"AWS, Docker, ETL, Java, Node.js, NumPy, React, SQL, TypeScript",Masters,7.0,3.0,1.0,0.72,"Azure, Django, GraphQL"
FIT0786,"Azure, Django, Hadoop, R, React, Scikit-learn, TensorFlow, TypeScript","Django, Docker, Flask, Linux, NumPy, TensorFlow, TypeScript",Masters,3.6,3.0,1.0,0.618,"Azure, Hadoop, R, React, Scikit-learn"
FIT0787,"CI/CD, ETL, Excel, Linux, Scikit-learn, Spark","Django, PyTorch, R, Scikit-learn, Tableau",Bachelors,1.5,1.0,0.0,0.295,"CI/CD, ETL, Excel, Linux, Spark"
FIT0788,"Docker, Java, JavaScript, Node.js, REST, SQL, TensorFlow","Docker, Git, Hadoop, Java, Linux, Python, R, Spark",Bachelors,0.0,2.0,0.0,0.35,"JavaScript, Node.js, REST, SQL, TensorFlow"
FIT0789,"Airflow, CI/CD, GraphQL, Power BI, SQL, Scikit-learn, Spark","Airflow, Flask, Hadoop, Kubernetes, React, Spark",Masters,1.2,2.0,0.0,0.446,"CI/CD, GraphQL, Power BI, SQL, Scikit-learn"
FIT0790,"Azure, CI/CD, Django, JavaScript, React, Spark, TypeScript","GCP, Hadoop, Node.js, PyTorch, Spark",Masters,4.4,1.0,0.0,0.442,"Azure, CI/CD, Django, JavaScript, React, TypeScript"
FIT0791,"Docker, Excel, Git, Java, JavaScript, Python, R, REST","AWS, Hadoop, Node.js, NumPy, Scikit-learn, Spark, TypeScript",Bachelors,3.0,0.0,0.0,0.24,"Docker, Excel, Git, Java, JavaScript, Python, R, REST"
FIT0792,"Django, Git, Java, NumPy, REST, SQL, Tableau","AWS, CI/CD, Excel, Kubernetes, Linux, React, Tableau, TensorFlow",Bachelors,1.5,1.0,0.0,0.295,"Django, Git, Java, NumPy, REST, SQL"
FIT0793,"Flask, Power BI, Python, REST, Tableau","Azure, CI/CD, Flask, Git, GraphQL, Linux, Node.js, NumPy, PyTorch, Tableau",Bachelors,3.3,2.0,1.0,0.449,"Power BI, Python, REST"
FIT0794,"Excel, Flask, Git, GraphQL, NumPy, Pandas, Python","Azure, Django, GraphQL, Linux",Bachelors,1.9,1.0,0.0,0.307,"Excel, Flask, Git, NumPy, Pandas, Python"
FIT0795,"CI/CD, Docker, Flask, Git, Hadoop, Java, Scikit-learn","Airflow, GraphQL, PyTorch, Python, REST, Tableau",Masters,1.7,0.0,0.0,0.261,"CI/CD, Docker, Flask, Git, Hadoop, Java, Scikit-learn"
FIT0796,"Airflow, Excel, PyTorch, REST, Spark","Git, Node.js, NumPy, Python, Tableau",Masters,4.0,0.0,0.0,0.33,"Airflow, Excel, PyTorch, REST, Spark"
FIT0797,"CI/CD, GCP, Hadoop, JavaScript, Kubernetes, Node.js, Python, TypeScript","Django, GCP, GraphQL, Hadoop",Masters,3.6,2.0,1.0,0.518,"CI/CD, JavaScript, Kubernetes, Node.js, Python, TypeScript"
FIT0798,"ETL, GraphQL, Java, Node.js, SQL, Spark, TensorFlow","GraphQL, Kubernetes, Python, REST, React",Bachelors,3.1,1.0,0.0,0.343,"ETL, Java, Node.js, SQL, Spark, TensorFlow"
FIT0799,"ETL, Java, JavaScript, Power BI, PyTorch, REST, Spark","Airflow, Django, ETL, GCP, Hadoop, JavaScript, Power BI, React, Scikit-learn",Bachelors,1.2,3.0,1.0,0.486,"Java, PyTorch, REST, Spark"
,"Airflow, CI/CD, Django, JavaScript, R, Spark","ETL, JavaScript, Linux, R, SQL",Masters,5.0,2.0,1.0,0.56,"Airflow, CI/CD, Django, Spark"
FIT0801,"CI/CD, Django, Excel, GCP, GraphQL, Power BI, Tableau","Azure, JavaScript, Kubernetes, Power BI, R, Spark, TensorFlow",Bachelors,7.6,1.0,1.0,0.478,"CI/CD, Django, Excel, GCP, GraphQL, Tableau"
FIT0802,,,Bachelors,3.2,3.0,,0.546,"Django, JavaScript, NumPy, Python"
FIT0803,"NumPy, Power BI, Python, Spark, TensorFlow","Django, Docker, Git, Hadoop, Kubernetes, Linux, Node.js, Python, REST, SQL",PhD,3.1,1.0,0.0,0.403,"NumPy, Power BI, Spark, TensorFlow"
FIT0804,"Flask, GraphQL, JavaScript, NumPy, REST, TypeScript","AWS, GraphQL, JavaScript, Node.js, REST, Tableau",Masters,3.4,3.0,0.0,0.612,"Flask, NumPy, TypeScript"
FIT0805,"ETL, GraphQL, NumPy, R, React, Tableau","Azure, CI/CD, Docker, Pandas, Power BI, Python, Spark",Masters,4.8,0.0,1.0,0.354,"ETL, GraphQL, NumPy, R, React, Tableau"
FIT0806,"GCP, Git, Hadoop, Node.js, PyTorch, Tableau","CI/CD, Docker, Git, Kubernetes, Spark",Bachelors,,1.0,0.0,0.328,"GCP, Hadoop, Node.js, PyTorch, Tableau"
FIT0807,"Git, Linux, Power BI, Python, React, SQL","Azure, Git, Java, Linux, Node.js, R",PhD,5.5,2.0,1.0,0.575,"Power BI, Python, React, SQL"
FIT0808,"Hadoop, JavaScript, Node.js, PyTorch, React","GCP, JavaScript, Kubernetes, React, TypeScript",Masters,2.1,2.0,0.0,0.473,"Hadoop, Node.js, PyTorch"
FIT0809,"ETL, Kubernetes, REST, SQL, Spark","CI/CD, Docker, Flask, Hadoop, REST, React, Tableau",Bachelors,2.7,1.0,0.0,0.331,"ETL, Kubernetes, SQL, Spark"
FIT0810,"Excel, Flask, GCP, Kubernetes, Python","Airflow, Excel, GCP, NumPy, REST, SQL, Spark, TensorFlow",Bachelors,6.1,2.0,0.0,0.533,"Flask, Kubernetes, Python"
FIT0811,"Azure, GraphQL, JavaScript, Kubernetes, React, TypeScript","AWS, Airflow, Django, Hadoop, Java, JavaScript, Power BI, PyTorch, Python",Bachelors,3.9,1.0,0.0,0.367,"Azure, GraphQL, Kubernetes, React, TypeScript"
,"Azure, Java, Pandas, PyTorch, Scikit-learn","Airflow, GCP, GraphQL, Linux, Python, React, Spark",PhD,1.0,0.0,0.0,0.24,"Azure, Java, Pandas, PyTorch, Scikit-learn"
FIT0813,"Flask, GCP, Hadoop, Linux, Node.js, Scikit-learn, TensorFlow","Azure, Django, Java, Kubernetes, Python",Bachelors,0.0,0.0,0.0,0.15,"Flask, GCP, Hadoop, Linux, Node.js, Scikit-learn, TensorFlow"
FIT0814,"Hadoop, JavaScript, REST, React, Scikit-learn, Tableau","Azure, Django, Git, GraphQL, Hadoop, Java, Power BI, React, SQL, Scikit-learn",No Degree,2.9,3.0,0.0,0.537,"JavaScript, REST, Tableau"
FIT0815,"AWS, Excel, JavaScript, Power BI, Scikit-learn, Tableau, TensorFlow","GraphQL, Linux, PyTorch, Python, REST, React, SQL",Masters,0.6,0.0,0.0,0.228,"AWS, Excel, JavaScript, Power BI, Scikit-learn, Tableau, TensorFlow"
FIT0816,"Docker, GCP, Linux, NumPy, SQL, Spark","CI/CD, Docker, ETL, Flask, Linux, PyTorch",Bachelors,0.4,2.0,1.0,0.362,"GCP, NumPy, SQL, Spark"
FIT0817,"Excel, GCP, Linux, Node.js, Scikit-learn, Tableau","Django, ETL, Kubernetes, PyTorch",Bachelors,5.2,0.0,1.0,0.306,"Excel, GCP, Linux, Node.js, Scikit-learn, Tableau"
FIT0818,"Django, GCP, Hadoop, Python, React, SQL","Airflow, Azure, Excel, PyTorch, R, Spark, Tableau",Masters,3.1,0.0,1.0,0.303,"Django, GCP, Hadoop, Python, React, SQL"
FIT0819,"AWS, Azure, Linux, NumPy, SQL, Tableau","Azure, CI/CD, Django, ETL, Flask, Power BI, Spark",PhD,6.1,1.0,1.0,0.493,"AWS, Linux, NumPy, SQL, Tableau"
FIT0820,"Airflow, Linux, Pandas, REST, SQL, Tableau, TypeScript","Airflow, ETL, JavaScript, Kubernetes, Power BI, PyTorch, Tableau, TensorFlow",Masters,2.5,2.0,0.0,0.485,
FIT0821,"Django, Excel, Hadoop, Linux, TensorFlow","Airflow, Azure, Django, Git, Kubernetes, R, SQL, TensorFlow",PhD,5.3,2.0,1.0,0.569,"Excel, Hadoop, Linux"
FIT0822,"Docker, ETL, Excel, Flask, NumPy, REST, Scikit-learn","Azure, ETL, JavaScript, REST, React, SQL",Bachelors,0.5,2.0,1.0,0.365,"Docker, Excel, Flask, NumPy, Scikit-learn"
FIT0823,"AWS, ETL, GCP, Git, GraphQL","Airflow, ETL, Flask, GCP, Git, GraphQL, Kubernetes, Node.js, R, Scikit-learn",Bachelors,,4.0,1.0,0.625,AWS
FIT0824,"Git, JavaScript, Kubernetes, Linux, NumPy, Power BI, Tableau, TypeScript","AWS, Airflow, CI/CD, Django, Docker, Power BI, Scikit-learn, Tableau, TypeScript",Masters,6.7,3.0,1.0,0.711,"Git, JavaScript, Kubernetes, Linux, NumPy"
FIT0825,"Airflow, Java, Kubernetes, Power BI, Python, React, TensorFlow","Airflow, Docker, Node.js, NumPy, Python, R, REST, React",Bachelors,1.2,3.0,0.0,0.486,"Java, Kubernetes, Power BI, TensorFlow"
FIT0826,"AWS, CI/CD, Django, ETL, GraphQL","Flask, GCP, GraphQL, Kubernetes, Linux, REST",Bachelors,0.1,1.0,1.0,0.253,"AWS, CI/CD, Django, ETL"
FIT0827,"Django, Docker, Flask, Node.js, SQL, Spark","AWS, Airflow, Azure, Java, Kubernetes, PyTorch, React",Bachelors,2.5,0.0,0.0,0.225,"Django, Docker, Flask, Node.js, SQL, Spark"
FIT0828,"CI/CD, ETL, GraphQL, NumPy, Pandas, Python, REST","ETL, Power BI, Python, R, Spark",Bachelors,7.8,2.0,1.0,0.584,"CI/CD, GraphQL, NumPy, Pandas, REST"
FIT0829,"Airflow, CI/CD, Linux, Power BI, PyTorch","Flask, Git, GraphQL, Linux, NumPy, PyTorch",Bachelors,3.0,2.0,1.0,0.44,"Airflow, CI/CD, Power BI"
FIT0830,"AWS, CI/CD, Java, Power BI, Tableau","AWS, GCP, Kubernetes, Linux, PyTorch, Python, Spark",Bachelors,4.2,1.0,1.0,0.376,"CI/CD, Java, Power BI, Tableau"
FIT0831,"GCP, Hadoop, JavaScript, Linux, Node.js, REST",,Bachelors,6.6,2.0,1.0,0.548,"GCP, Linux, Node.js, REST"
FIT0832,"Docker, NumPy, REST, SQL, Scikit-learn, Spark, Tableau, TypeScript","Airflow, CI/CD, Docker, GraphQL, Kubernetes, REST, React, SQL, Spark",Masters,1.9,4.0,1.0,0.667,"NumPy, Scikit-learn, Tableau, TypeScript"
FIT0833,"Azure, Django, ETL, Excel, JavaScript, Kubernetes, NumPy, R","Airflow, GCP, Java, SQL, TensorFlow",Bachelors,0.9,0.0,0.0,0.177,"Azure, Django, ETL, Excel, JavaScript, Kubernetes, NumPy, R"
FIT0834,"Docker, Flask, Linux, Power BI, Python, Spark","AWS, GCP, GraphQL, Hadoop, NumPy, Python, Scikit-learn, TensorFlow",Bachelors,2.9,1.0,0.0,,"Docker, Flask, Linux, Power BI, Spark"
FIT0835,"Airflow, Excel, GCP, GraphQL, Node.js, Python, R, Spark","Airflow, ETL, Git, Linux, Node.js, REST",Masters,2.1,2.0,0.0,0.473,"Excel, GCP, GraphQL, Python, R, Spark"
FIT0836,"Airflow, Node.js, NumPy, REST, TensorFlow","AWS, Azure, Java, Linux, PyTorch, SQL, TensorFlow",Bachelors,4.9,1.0,0.0,0.397,"Airflow, Node.js, NumPy, REST"
fit0837,"aws, azure, git, graphql, kubernetes, rest","airflow, docker, pandas, power bi, r, typescript",bachelors,0.0,0.0,0.0,0.15,"aws, azure, git, graphql, kubernetes, rest"
FIT0838,"Hadoop, Pandas, Python, Tableau, TensorFlow","CI/CD, ETL, Flask, Hadoop, Power BI, Python, React, Scikit-learn, Spark",Bachelors,3.9,2.0,1.0,0.467,"Pandas, Tableau, TensorFlow"
FIT0839,"Azure, Flask, GCP, Git, Spark, Tableau, TensorFlow","AWS, Kubernetes, Power BI, R",PhD,3.8,0.0,0.0,0.324,"Azure, Flask, GCP, Git, Spark, Tableau, TensorFlow"
FIT0840,"Django, Flask, Python, React, Tableau","AWS, Azure, Flask, GCP, Linux, Python",Bachelors,3.7,2.0,0.0,0.461,"Django, React, Tableau"
FIT0841,"AWS, Docker, Flask, GraphQL, Kubernetes, React, SQL, Scikit-learn","Git, Power BI, PyTorch, React, TypeScript",Masters,2.9,1.0,0.0,0.397,"AWS, Docker, Flask, GraphQL, Kubernetes, SQL, Scikit-learn"
FIT0842,"ETL, Hadoop, PyTorch, REST, React, SQL, TensorFlow","AWS, Airflow, Azure, Node.js, REST, SQL, TensorFlow",Masters,3.7,3.0,1.0,0.621,"ETL, Hadoop, PyTorch, React"
fit0843,"aws, etl, java, power bi, r, spark","aws, docker, flask, graphql, javascript, linux, r, rest, react, typescript",masters,2.5,2.0,1.0,0.485,"etl, java, power bi, spark"
FIT0844,"Airflow, Docker, Hadoop, Java, JavaScript, Kubernetes, TypeScript","Airflow, CI/CD, ETL, GCP, PyTorch, Python, Scikit-learn",Bachelors,2.2,1.0,0.0,0.316,"Docker, Hadoop, Java, JavaScript, Kubernetes, TypeScript"
FIT0845,"AWS, Azure, Git, GraphQL, Java, Power BI","Airflow, CI/CD, Flask, Kubernetes, PyTorch, Python, REST, Tableau, TensorFlow",Masters,4.4,0.0,0.0,0.342,"AWS, Azure, Git, GraphQL, Java, Power BI"
FIT0846,"CI/CD, Git, Java, JavaScript, Pandas, React, Scikit-learn","CI/CD, Django, ETL, Excel, Flask, Git, Linux, Node.js, PyTorch, Scikit-learn",PhD,3.2,3.0,0.0,0.606,"Java, JavaScript, Pandas, React"
FIT0847,"Django, Docker, Excel, Git, Java, JavaScript, Python, SQL","Airflow, Docker, GraphQL, Kubernetes, R, Tableau, TypeScript",Masters,3.6,1.0,1.0,0.418,"Django, Excel, Git, Java, JavaScript, Python, SQL"
FIT0848,"Git, Hadoop, NumPy, Power BI, PyTorch, Python, R, TypeScript","ETL, GCP, Git, GraphQL, R, REST, Tableau",Masters,3.2,2.0,0.0,0.506,"Hadoop, NumPy, Power BI, PyTorch, Python, TypeScript"
FIT0849,"ETL, Kubernetes, Linux, Pandas, Power BI, Python, Scikit-learn","Airflow, CI/CD, Django, Flask, Node.js, NumPy, PyTorch",Bachelors,4.8,0.0,0.0,0.294,"ETL, Kubernetes, Linux, Pandas, Power BI, Python, Scikit-learn"
FIT0850,"CI/CD, GraphQL, Kubernetes, NumPy, PyTorch, R","AWS, Airflow, Hadoop, Java, Pandas, PyTorch, R, TensorFlow",PhD,,2.0,0.0,0.476,"CI/CD, GraphQL, Kubernetes, NumPy"
FIT0851,"ETL, GraphQL, Java, JavaScript, Python, Spark, TensorFlow","Airflow, ETL, GCP, GraphQL, JavaScript, Power BI, Tableau",Bachelors,0.4,3.0,0.0,0.462,"Java, Python, Spark, TensorFlow"
FIT0852,"Airflow, ETL, PyTorch, REST, SQL, Scikit-learn","Docker, Excel, GCP, NumPy, Power BI, REST, Spark, TensorFlow, TypeScript",Masters,4.0,1.0,1.0,0.43,"Airflow, ETL, PyTorch, SQL, Scikit-learn"
FIT0853,"Django, Docker, ETL, GraphQL, JavaScript, REST, Scikit-learn, Tableau","AWS, Docker, GCP, Git, JavaScript, Node.js, React, SQL, Tableau, TensorFlow",Masters,3.7,3.0,1.0,0.621,"Django, ETL, GraphQL, REST, Scikit-learn"
FIT0854,"Airflow, CI/CD, GraphQL, Python, SQL","AWS, Docker, Hadoop, Kubernetes, NumPy, Pandas, SQL, Tableau",Masters,5.0,1.0,0.0,0.46,"Airflow, CI/CD, GraphQL, Python"
FIT0855,"AWS, Django, GCP, GraphQL, JavaScript, PyTorch, SQL, Spark","GraphQL, Linux, React, Scikit-learn",Bachelors,7.0,1.0,0.0,,"AWS, Django, GCP, JavaScript, PyTorch, SQL, Spark"
FIT0856,,"AWS, Airflow, Flask, Java",Masters,8.0,2.0,1.0,0.65,"Azure, GCP, GraphQL, Hadoop, Node.js, React"
FIT0857,"Azure, GraphQL, Hadoop, Pandas, Scikit-learn, TensorFlow","Azure, Excel, Git, GraphQL, JavaScript, Node.js",Bachelors,2.9,2.0,1.0,0.437,"Hadoop, Pandas, Scikit-learn, TensorFlow"
FIT0858,"Airflow, Django, GCP, Power BI, REST, Spark","ETL, Excel, GCP, Java, R, SQL",Bachelors,0.4,1.0,0.0,0.262,"Airflow, Django, Power BI, REST, Spark"
FIT0859,"Docker, Kubernetes, Power BI, PyTorch, TensorFlow","CI/CD, Django, ETL, Git, JavaScript, Node.js, REST, SQL, Tableau",Bachelors,4.4,0.0,0.0,0.282,"Docker, Kubernetes, Power BI, PyTorch, TensorFlow"
FIT0860,,"Azure, Excel, Git, Java, Kubernetes, NumPy, Power BI, Python, React, TypeScript",Masters,3.2,2.0,0.0,0.506,"Docker, GCP, GraphQL, JavaScript"
FIT0861,"Flask, Java, JavaScript, Python, React, SQL, Spark, TensorFlow","Airflow, ETL, Flask, GraphQL, Kubernetes, PyTorch",Bachelors,1.5,1.0,0.0,0.295,"Java, JavaScript, Python, React, SQL, Spark, TensorFlow"
FIT0862,"Azure, CI/CD, Docker, GraphQL, Node.js, Python, SQL, Tableau","GCP, GraphQL, JavaScript, NumPy, Power BI, Python, REST",Bachelors,0.4,2.0,0.0,0.362,"Azure, CI/CD, Docker, Node.js, SQL, Tableau"
FIT0863,"Airflow, Django, Excel, Linux, NumPy, React, Scikit-learn","AWS, Flask, Git, GraphQL, JavaScript, Linux, Node.js, PyTorch, TypeScript",Bachelors,2.7,1.0,0.0,0.331,"Airflow, Django, Excel, NumPy, React, Scikit-learn"
FIT0864,"Airflow, Azure, Excel, Linux, PyTorch, REST","Airflow, Azure, REST, Scikit-learn",Bachelors,3.5,3.0,1.0,0.555,"Excel, Linux, PyTorch"
fit0865,"javascript, node.js, power bi, pytorch, typescript","ci/cd, docker, graphql, python",phd,5.2,0.0,1.0,0.366,"javascript, node.js, power bi, pytorch, typescript"
FIT0866,"Airflow, Docker, Pandas, Python, REST, React, Spark","Azure, CI/CD, ETL, Java, Python, Spark",No Degree,4.8,2.0,0.0,0.494,"Airflow, Docker, Pandas, REST, React"
FIT0867,"Docker, Excel, Flask, Linux, Scikit-learn","Flask, GCP, Hadoop, Node.js, NumPy, React, SQL, TensorFlow",PhD,1.7,1.0,0.0,0.361,"Docker, Excel, Linux, Scikit-learn"
FIT0868,"GraphQL, Java, JavaScript, Linux, REST, Spark","GraphQL, Linux, Node.js, R, React, TensorFlow, TypeScript",Bachelors,4.7,2.0,0.0,0.491,"Java, JavaScript, REST, Spark"
FIT0869,"AWS, Airflow, Django, Flask, Kubernetes, R, SQL","JavaScript, Linux, React, TypeScript",Masters,0.0,0.0,1.0,0.21,"AWS, Airflow, Django, Flask, Kubernetes, R, SQL"
FIT0870,"Azure, Docker, Hadoop, Java, Linux, SQL, Scikit-learn","Flask, GCP, Linux, Node.js, Power BI, R, REST, SQL, Spark, TypeScript",Masters,2.2,2.0,1.0,0.476,"Azure, Docker, Hadoop, Java, Scikit-learn"
FIT0871,"Docker, Hadoop, Kubernetes, NumPy, REST, Spark","Docker, Hadoop, Kubernetes, Linux, Spark",No Degree,0.0,4.0,1.0,0.55,"NumPy, REST"
FIT0872,"GCP, GraphQL, Hadoop, Node.js, Pandas, R, TensorFlow, TypeScript","Flask, Java, Linux, Pandas, REST, SQL",Bachelors,8.2,1.0,0.0,0.496,"GCP, GraphQL, Hadoop, Node.js, R, TensorFlow, TypeScript"
FIT0873,"Flask, Linux, Node.js, SQL, Spark, Tableau","Excel, Git, GraphQL, Node.js, Pandas, R, TensorFlow, TypeScript",PhD,1.7,1.0,1.0,0.361,"Flask, Linux, SQL, Spark, Tableau"
FIT0874,"Excel, GraphQL, Java, Pandas, TypeScript","AWS, Airflow, Git, Kubernetes, NumPy, Power BI, React, Spark",No Degree,2.1,0.0,0.0,0.213,"Excel, GraphQL, Java, Pandas, TypeScript"
FIT0875,"AWS, Django, Java, Power BI, React, TensorFlow","Django, Excel, Git, GraphQL, Hadoop, Kubernetes, REST, Scikit-learn",Bachelors,4.7,1.0,1.0,0.391,"AWS, Java, Power BI, React, TensorFlow"
FIT0876,"Django, Flask, Git, JavaScript, NumPy, Python","Django, Excel, Python, REST",Bachelors,6.2,2.0,1.0,0.536,"Flask, Git, JavaScript, NumPy"
FIT0877,"Excel, Hadoop, Linux, Node.js, Spark, TypeScript","Git, Python, React, TensorFlow",Masters,1.0,0.0,0.0,0.24,"Excel, Hadoop, Linux, Node.js, Spark, TypeScript"
FIT0878,"AWS, Airflow, Azure, Git, Node.js, TensorFlow","AWS, Airflow, Azure, CI/CD, Docker, Hadoop, Java, Linux, NumPy, Tableau",Masters,3.5,3.0,1.0,0.615,"Git, Node.js, TensorFlow"
